account_id,type,amount_credit,trans_count,loan_id,amount_loan,duration,payments,status_loan,year,month,day,fulldate,location,purpose_loan,balance_last,diff_date
A00001192,Credit,419432.9,66,,,,,,,,,,,,44538.5,973
A00001193,Credit,959259.6,124,,,,,,,,,,,,31292.2,1821
A00001194,Credit,1364817.5,115,,,,,,,,,,,,80671.7,1721
A00001195,Credit,3234.7999999999997,21,,,,,,,,,,,,33302.1,734
A00001196,Credit,1272536.3,88,,,,,,,,,,,,68613.2,1080
A00001197,Credit,69797.7,92,,,,,,,,,,,,46409.8,1941
A00001198,Credit,26794.7,27,,,,,,,,,,,,56534.8,620
A00001199,Credit,151676.1,56,,,,,,,,,,,,42952.4,653
A00001200,Credit,1743682.7,137,,,,,,,,,,,,57569.6,2064
A00001201,Credit,1094940.9,137,,,,,,,,,,,,79324.4,1987
A00001203,Credit,929603.5,83,,,,,,,,,,,,90816.7,1240
A00001204,Credit,1587022.1,124,,,,,,,,,,,,82801.7,1854
A00001205,Credit,6053.2,52,,,,,,,,,,,,33386.5,1545
A00001206,Credit,3465.1,36,,,,,,,,,,,,17150.8,1167
A00001207,Credit,1406258.8,135,,,,,,,,,,,,30577.5,2032
A00001208,Credit,269265.6,30,,,,,,,,,,,,65786.2,417
A00001209,Credit,1709.4,13,,,,,,,,,,,,18449.8,434
A00001210,Credit,694575.0,63,,,,,,,,,,,,44695.2,954
A00001211,Credit,249119.7,72,,,,,,,,,,,,24457.3,874
A00001212,Credit,3198.4,33,,,,,,,,,,,,16701.7,1109
A00001213,Credit,2619.6,33,,,,,,,,,,,,27195.3,967
A00001214,Credit,419218.9,48,,,,,,,,,,,,52345.1,711
A00001215,Credit,2615.3,23,,,,,,,,,,,,32159.2,667
A00001216,Credit,34508.7,51,,,,,,,,,,,,21111.0,1035
A00001217,Credit,4501.7,59,,,,,,,,,,,,26695.1,1893
A00001218,Credit,8833.4,27,,,,,,,,,,,,74717.2,749
A00001219,Credit,250324.9,75,,,,,,,,,,,,25403.8,936
A00001220,Credit,6761.9,38,,,,,,,,,,,,65180.0,1265
A00001221,Credit,776925.0,54,,,,,,,,,,,,18513.4,728
A00001222,Credit,9944.2,68,,,,,,,,,,,,20078.8,2171
A00001223,Credit,412477.7,60,,,,,,,,,,,,57765.2,873
A00001225,Credit,1243144.7,123,,,,,,,,,,,,66941.1,1843
A00001226,Credit,177549.0,57,,,,,,,,,,,,16950.2,799
A00001227,Credit,549903.1,80,,,,,,,,,,,,23639.8,1083
A00001228,Credit,6199.5,46,,,,,,,,,,,,38195.7,1362
A00001229,Credit,226937.0,27,,,,,,,,,,,,42635.3,386
A00001230,Credit,812190.0,49,,,,,,,,,,,,99332.9,607
A00001231,Credit,1128373.9,120,,,,,,,,,,,,63735.2,1808
A00001232,Credit,128902.3,44,,,,,,,,,,,,34073.4,908
A00001233,Credit,2343.1,36,,,,,,,,,,,,13134.9,1057
A00001234,Credit,6383.5,65,,,,,,,,,,,,25591.7,1935
A00001235,Credit,4984.4,58,,,,,,,,,,,,17144.7,1864
A00001236,Credit,395992.3,162,,,,,,,,,,,,15821.7,2066
A00001237,Credit,2312494.4,153,,,,,,,,,,,,59876.9,1754
A00001238,Credit,4527.9,35,,,,,,,,,,,,42756.0,1159
A00001239,Credit,6576.9,67,,,,,,,,,,,,17064.6,2091
A00001240,Credit,187715.4,32,,,,,,,,,,,,23186.4,476
A00001241,Credit,208834.5,70,,,,,,,,,,,,14013.3,912
A00001242,Credit,892752.5,69,L00005206,128544.0,24.0,5356.0,C,2017.0,9.0,7.0,2017-09-07,64.0,home,32271.1,767
A00001243,Credit,234211.4,49,,,,,,,,,,,,110553.1,1089
A00001244,Credit,202744.9,74,L00005207,35904.0,48.0,748.0,C,2017.0,2.0,28.0,2017-02-28,64.0,home_improvement,18842.1,967
A00001245,Credit,167179.8,28,,,,,,,,,,,,50764.1,414
A00001246,Credit,5485.9,50,,,,,,,,,,,,39033.4,1596
A00001247,Credit,2487514.4,167,L00005208,99696.0,48.0,2077.0,D,2015.0,3.0,16.0,2015-03-16,64.0,home,101402.9,2032
A00001248,Credit,4533.5,41,,,,,,,,,,,,26137.9,1342
A00001249,Credit,74269.8,69,,,,,,,,,,,,57504.7,1372
A00001250,Credit,5068.1,35,L00005209,182640.0,48.0,3805.0,C,2016.0,11.0,25.0,2016-11-25,64.0,home,17649.1,1008
A00001251,Credit,947128.4,89,,,,,,,,,,,,101905.9,1262
A00001252,Credit,12836.5,46,L00005210,148140.0,36.0,4115.0,C,2017.0,4.0,1.0,2017-04-01,64.0,home,62610.7,1254
A00001253,Credit,412077.4,46,,,,,,,,,,,,70538.3,627
A00001254,Credit,1784093.4,116,,,,,,,,,,,,96054.4,1374
A00001255,Credit,3576.7,19,,,,,,,,,,,,51298.7,547
A00001256,Credit,949835.3,117,L00005212,71064.0,36.0,1974.0,A,2015.0,5.0,29.0,2015-05-29,64.0,home,38910.5,1715
A00001257,Credit,781364.9,78,,,,,,,,,,,,60011.5,1177
A00001258,Credit,2392.9,29,,,,,,,,,,,,18178.2,851
A00001259,Credit,343216.7,44,,,,,,,,,,,,45047.1,628
A00001260,Credit,393298.3,55,,,,,,,,,,,,46632.1,774
A00001261,Credit,1134113.0,93,,,,,,,,,,,,92266.8,1384
A00001262,Credit,2584.8,20,,,,,,,,,,,,35184.8,711
A00001263,Credit,1197147.3,89,,,,,,,,,,,,73584.3,1087
A00001264,Credit,414334.8,46,,,,,,,,,,,,51656.6,683
A00001265,Credit,3280.0,32,,,,,,,,,,,,43444.6,1040
A00001266,Credit,686486.6,64,,,,,,,,,,,,51866.6,913
A00001267,Credit,613053.9,60,,,,,,,,,,,,39448.4,878
A00001268,Credit,78680.2,98,,,,,,,,,,,,35114.1,1985
A00001269,Credit,789196.2,127,,,,,,,,,,,,51048.7,1739
A00001270,Credit,11627.6,35,L00005214,74772.0,36.0,2077.0,C,2017.0,7.0,1.0,2017-07-01,64.0,home,27961.3,937
A00001271,Credit,247902.6,76,,,,,,,,,,,,19869.8,926
A00001272,Credit,873638.0,118,,,,,,,,,,,,93597.9,2046
A00001273,Credit,1283895.9,116,,,,,,,,,,,,79497.7,1742
A00001274,Credit,1185618.7,73,,,,,,,,,,,,79224.9,864
A00001275,Credit,3023.1,28,,,,,,,,,,,,18969.9,918
A00001276,Credit,610557.3,176,,,,,,,,,,,,22799.9,2184
A00001277,Credit,6911.0,65,,,,,,,,,,,,16132.7,2020
A00001279,Credit,1874.9,13,,,,,,,,,,,,15127.4,444
A00001280,Credit,5788.2,45,,,,,,,,,,,,55667.8,1338
A00001281,Credit,325297.2,43,,,,,,,,,,,,101378.1,626
A00001284,Credit,564062.2,39,L00005221,52512.0,12.0,4376.0,C,2018.0,12.0,5.0,2018-12-05,64.0,debt_consolidation,30355.3,547
A00001285,Credit,1400749.1,135,,,,,,,,,,,,43724.7,2036
A00001286,Credit,3333099.1,191,,,,,,,,,,,,55535.2,1864
A00001287,Credit,61070.5,61,,,,,,,,,,,,51541.0,1398
A00001288,Credit,4823.3,59,,,,,,,,,,,,24338.6,1860
A00001289,Credit,771073.1,62,,,,,,,,,,,,85938.0,907
A00001291,Credit,4876.4,55,,,,,,,,,,,,22887.6,1641
A00001292,Credit,709434.5,112,,,,,,,,,,,,76971.2,1580
A00001293,Credit,709396.8,58,,,,,,,,,,,,48628.8,849
A00001294,Credit,780606.6,100,,,,,,,,,,,,60080.1,1495
A00001295,Credit,328079.0,110,,,,,,,,,,,,17831.3,1525
A00001296,Credit,2680.7,26,,,,,,,,,,,,35058.5,759
A00001297,Credit,1463858.4,133,,,,,,,,,,,,104132.9,1983
A00001298,Credit,487774.2,74,,,,,,,,,,,,40976.0,1076
A00001299,Credit,27366.5,76,,,,,,,,,,,,25437.9,2019
A00001301,Credit,246444.1,65,,,,,,,,,,,,16969.9,1568
A00001302,Credit,6411.5,58,,,,,,,,,,,,35450.0,1866
A00001303,Credit,113630.3,36,,,,,,,,,,,,39873.2,479
A00001304,Credit,771403.7,73,,,,,,,,,,,,23385.3,978
A00001305,Credit,755433.1,135,,,,,,,,,,,,107871.6,1954
A00001306,Credit,851295.7,94,,,,,,,,,,,,39338.4,1380
A00001307,Credit,339244.2,122,,,,,,,,,,,,12733.1,1487
A00001308,Credit,2944.7,24,,,,,,,,,,,,32164.4,827
A00001309,Credit,10746.4,45,,,,,,,,,,,,30060.9,1356
A00001310,Credit,265160.1,71,,,,,,,,,,,,17236.5,1043
A00001311,Credit,571752.0,77,,,,,,,,,,,,17735.2,1093
A00001312,Credit,5222.0,47,,,,,,,,,,,,31574.7,1538
A00001313,Credit,900178.3,51,,,,,,,,,,,,41826.2,456
A00001314,Credit,1120195.8,123,,,,,,,,,,,,50344.8,1854
A00001315,Credit,499007.8,100,,,,,,,,,,,,20038.2,1354
A00001316,Credit,1604.3,21,,,,,,,,,,,,18368.8,748
A00001317,Credit,7544.8,56,,,,,,,,,,,,20577.9,1777
A00001318,Credit,206161.2,26,L00005226,185544.0,36.0,5154.0,C,2018.0,10.0,11.0,2018-10-11,64.0,home,34196.7,374
A00001319,Credit,419265.3,34,,,,,,,,,,,,39177.2,510
A00001320,Credit,380178.0,52,,,,,,,,,,,,38526.1,773
A00001321,Credit,133003.4,53,,,,,,,,,,,,25018.7,644
A00001322,Credit,5041.9,67,,,,,,,,,,,,22658.9,2005
A00001323,Credit,722781.2,64,,,,,,,,,,,,75901.5,955
A00001324,Credit,530301.0,54,,,,,,,,,,,,63033.3,786
A00001325,Credit,2218.2,30,,,,,,,,,,,,21794.5,875
A00001326,Credit,159208.5,60,,,,,,,,,,,,17939.3,780
A00001327,Credit,335226.3,129,,,,,,,,,,,,19325.1,1590
A00001328,Credit,16564.3,35,,,,,,,,,,,,62329.9,971
A00001329,Credit,21769.0,32,L00005229,23520.0,12.0,1960.0,A,2017.0,9.0,6.0,2017-09-06,64.0,home_improvement,26078.7,836
A00001330,Credit,1060861.6,66,,,,,,,,,,,,26159.7,800
A00001331,Credit,14825.900000000001,50,,,,,,,,,,,,19021.8,1458
A00001332,Credit,1701326.2,140,,,,,,,,,,,,95531.6,2107
A00001333,Credit,562014.6,112,,,,,,,,,,,,25174.8,1554
A00001334,Credit,438774.4,147,,,,,,,,,,,,19569.2,2057
A00001335,Credit,646136.1,83,,,,,,,,,,,,47778.5,1197
A00001336,Credit,418957.0,47,,,,,,,,,,,,23340.9,673
A00001337,Credit,501206.4,176,,,,,,,,,,,,68304.6,1947
A00001338,Credit,2450381.5,182,,,,,,,,,,,,108976.6,2180
A00001339,Credit,404099.5,34,,,,,,,,,,,,34146.3,543
A00001340,Credit,22582.0,19,,,,,,,,,,,,23518.5,429
A00001341,Credit,3490.1,34,,,,,,,,,,,,17585.9,1136
A00001342,Credit,382911.5,34,,,,,,,,,,,,37162.3,448
A00001344,Credit,1734413.1,101,,,,,,,,,,,,25510.8,1250
A00001345,Credit,1555598.0,126,,,,,,,,,,,,53931.8,1899
A00001346,Credit,19262.3,23,,,,,,,,,,,,12927.6,548
A00001347,Credit,1628.1,23,,,,,,,,,,,,13060.0,767
A00001348,Credit,154650.7,31,,,,,,,,,,,,52325.0,414
A00001349,Credit,2975.8,35,,,,,,,,,,,,16248.3,1031
A00001350,Credit,685904.2,61,,,,,,,,,,,,54579.3,858
A00001351,Credit,2901.7,30,,,,,,,,,,,,29192.7,1007
A00001352,Credit,1388907.6,104,,,,,,,,,,,,63418.1,1560
A00001353,Credit,995265.3,115,,,,,,,,,,,,40673.5,1715
A00001354,Credit,1954.2,16,,,,,,,,,,,,13144.3,558
A00001355,Credit,335809.0,34,,,,,,,,,,,,58296.1,502
A00001356,Credit,140384.9,57,,,,,,,,,,,,14322.2,698
A00001357,Credit,66750.5,63,,,,,,,,,,,,62788.2,1137
A00001358,Credit,230004.1,86,,,,,,,,,,,,38969.8,984
A00001359,Credit,102195.2,95,,,,,,,,,,,,71696.2,1830
A00001360,Credit,406173.1,143,,,,,,,,,,,,62722.4,1600
A00001361,Credit,551426.1,49,,,,,,,,,,,,50348.6,752
A00001362,Credit,402504.3,44,,,,,,,,,,,,61043.6,742
A00001363,Credit,544642.4,44,,,,,,,,,,,,31792.8,648
A00001365,Credit,68069.3,58,,,,,,,,,,,,71921.4,1021
A00001366,Credit,647162.6,167,,,,,,,,,,,,23589.5,2136
A00001367,Credit,375952.3,59,,,,,,,,,,,,24521.2,863
A00001368,Credit,424336.0,53,,,,,,,,,,,,12590.2,749
A00001369,Credit,478530.6,82,,,,,,,,,,,,54417.7,1013
A00001370,Credit,3875.5,24,,,,,,,,,,,,39710.3,827
A00001371,Credit,4853.6,53,,,,,,,,,,,,25696.6,1709
A00001372,Credit,593895.7,205,,,,,,,,,,,,22945.6,2116
A00001373,Credit,5152.7,63,,,,,,,,,,,,15899.3,2028
A00001374,Credit,9614.5,29,L00005236,389136.0,48.0,8107.0,C,2017.0,9.0,15.0,2017-09-15,64.0,home,37248.0,826
A00001375,Credit,1256667.3,116,L00005237,45336.0,24.0,1889.0,A,2015.0,8.0,29.0,2015-08-29,64.0,debt_consolidation,84826.0,1709
A00001376,Credit,3635.1,36,,,,,,,,,,,,23256.7,1198
A00001377,Credit,1718.1,24,,,,,,,,,,,,15025.0,827
A00001378,Credit,1877459.1,142,,,,,,,,,,,,99418.5,2128
A00001379,Credit,182303.2,33,,,,,,,,,,,,47827.3,456
A00001380,Credit,891805.2,70,,,,,,,,,,,,68911.5,1046
A00001381,Credit,5667.0,63,,,,,,,,,,,,20235.3,1886
A00001382,Credit,5885.1,66,,,,,,,,,,,,24983.6,1976
A00001383,Credit,5426.5,30,,,,,,,,,,,,32566.2,990
A00001384,Credit,12276.199999999999,35,,,,,,,,,,,,53761.7,1008
A00001385,Credit,390929.7,42,,,,,,,,,,,,69466.6,602
A00001387,Credit,55391.3,39,,,,,,,,,,,,48891.6,720
A00001388,Credit,1305244.8,114,,,,,,,,,,,,63399.6,1704
A00001389,Credit,699563.0,52,L00005241,125472.0,24.0,5228.0,C,2018.0,9.0,2.0,2018-09-02,64.0,home,63132.5,513
A00001390,Credit,311445.5,59,,,,,,,,,,,,33147.7,731
A00001391,Credit,424906.6,50,,,,,,,,,,,,42889.0,740
A00001392,Credit,1746900.1,140,,,,,,,,,,,,64968.8,2073
A00001393,Credit,243241.4,58,,,,,,,,,,,,32149.0,767
A00001394,Credit,7914.1,45,,,,,,,,,,,,66187.9,1465
A00001395,Credit,289280.8,97,,,,,,,,,,,,51689.3,1136
A00001396,Credit,1296446.6,88,,,,,,,,,,,,33540.7,918
A00001397,Credit,1325330.7,148,,,,,,,,,,,,43480.0,2110
A00001398,Credit,67798.0,46,,,,,,,,,,,,31997.9,1590
A00001399,Credit,335901.2,76,,,,,,,,,,,,37188.4,955
A00001401,Credit,9047.4,63,,,,,,,,,,,,41655.8,1967
A00001402,Credit,712726.8,153,,,,,,,,,,,,23611.5,2106
A00001403,Credit,653656.3,78,,,,,,,,,,,,25214.2,1155
A00001404,Credit,1867091.5,166,,,,,,,,,,,,58637.3,1926
A00001405,Credit,49348.9,50,,,,,,,,,,,,39238.8,940
A00001406,Credit,4829.1,59,,,,,,,,,,,,16232.6,1763
A00001407,Credit,1331688.2,72,L00005245,125472.0,24.0,5228.0,C,2018.0,1.0,17.0,2018-01-17,64.0,home,74174.8,629
A00001408,Credit,8738.7,29,,,,,,,,,,,,91943.6,845
A00001410,Credit,1465956.6,130,,,,,,,,,,,,86235.1,1937
A00001411,Credit,997378.1,137,,,,,,,,,,,,98187.5,2001
A00001412,Credit,1054093.1,136,,,,,,,,,,,,31866.7,2053
A00001413,Credit,656314.8,86,,,,,,,,,,,,33180.7,1303
A00001414,Credit,821863.2,98,,,,,,,,,,,,37587.8,1444
A00001416,Credit,2083765.7,156,,,,,,,,,,,,-6746.2,1980
A00001417,Credit,1281916.4,99,,,,,,,,,,,,102352.6,1472
A00001418,Credit,275566.3,49,,,,,,,,,,,,31361.4,690
A00001419,Credit,5710.0,58,,,,,,,,,,,,31991.8,1835
A00001420,Credit,5315.8,44,,,,,,,,,,,,42305.1,1302
A00001421,Credit,395285.7,163,,,,,,,,,,,,65484.6,1548
A00001422,Credit,6964.8,65,,,,,,,,,,,,38150.4,2092
A00001423,Credit,246027.8,84,,,,,,,,,,,,14339.1,1210
A00001424,Credit,370944.1,40,,,,,,,,,,,,21459.5,590
A00001425,Credit,616156.2,175,,,,,,,,,,,,52187.4,2004
A00001426,Credit,2850.3,35,,,,,,,,,,,,23200.6,1161
A00001427,Credit,532917.6,86,,,,,,,,,,,,53651.5,1180
A00001429,Credit,7102.7,62,,,,,,,,,,,,29480.2,1980
A00001430,Credit,23900.0,8,,,,,,,,,,,,11000.0,360
A00001431,Credit,225968.6,104,,,,,,,,,,,,20259.6,933
A00001432,Credit,3345.7,18,,,,,,,,,,,,22503.4,530
A00001434,Credit,1170.1,18,,,,,,,,,,,,22086.0,510
A00001435,Credit,616738.7,52,,,,,,,,,,,,54417.4,760
A00001436,Credit,326725.7,125,,,,,,,,,,,,50407.2,1485
A00001437,Credit,29897.7,57,,,,,,,,,,,,22467.2,1448
A00001438,Credit,336889.3,34,,,,,,,,,,,,42638.4,469
A00001439,Credit,2678.8,32,,,,,,,,,,,,19493.5,1069
A00001440,Credit,56706.2,89,,,,,,,,,,,,20761.4,1926
A00001441,Credit,5505.2,48,,,,,,,,,,,,42468.0,1528
A00001442,Credit,1346399.5,135,,,,,,,,,,,,54623.9,2048
A00001443,Credit,332530.8,32,,,,,,,,,,,,42034.9,460
A00001444,Credit,60298.3,51,,,,,,,,,,,,58109.4,928
A00001445,Credit,274767.2,78,,,,,,,,,,,,15443.3,1020
A00001446,Credit,923890.2,96,,,,,,,,,,,,93765.5,1443
A00001447,Credit,13625.9,30,L00005253,100080.0,48.0,2085.0,C,2017.0,6.0,3.0,2017-06-03,64.0,home,19511.9,679
A00001448,Credit,56693.3,45,,,,,,,,,,,,24793.3,1140
A00001449,Credit,495627.7,170,,,,,,,,,,,,58886.1,1953
A00001450,Credit,5214.8,34,,,,,,,,,,,,53500.2,998
A00001451,Credit,6976.3,64,,,,,,,,,,,,21821.2,2016
A00001452,Credit,860465.0,80,,,,,,,,,,,,102868.2,1202
A00001453,Credit,3007711.6,175,,,,,,,,,,,,39923.7,1923
A00001454,Credit,40100.0,14,,,,,,,,,,,,35200.0,480
A00001455,Credit,289914.2,82,,,,,,,,,,,,9076.4,1093
A00001456,Credit,2025490.2,109,,,,,,,,,,,,85538.1,993
A00001458,Credit,1093461.0,122,,,,,,,,,,,,33412.9,1823
A00001459,Credit,1869.7,18,,,,,,,,,,,,15304.0,645
A00001460,Credit,2131.2,22,,,,,,,,,,,,27941.9,762
A00001461,Credit,25166.8,37,,,,,,,,,,,,99222.8,998
A00001463,Credit,49030.3,43,,,,,,,,,,,,37022.7,827
A00001464,Credit,1443792.5,82,,,,,,,,,,,,42321.1,801
A00001465,Credit,64193.1,63,,,,,,,,,,,,34070.8,1302
A00001466,Credit,73238.8,28,,,,,,,,,,,,18138.7,600
A00001467,Credit,1210031.0,114,,,,,,,,,,,,77758.0,1709
A00001468,Credit,4868.9,59,,,,,,,,,,,,27232.3,1907
A00001469,Credit,4584.4,34,,,,,,,,,,,,32531.5,1112
A00001470,Credit,806991.6,121,,,,,,,,,,,,58077.8,1785
A00001471,Credit,590222.1,60,,,,,,,,,,,,59396.5,893
A00001472,Credit,421490.89999999997,91,,,,,,,,,,,,29671.0,1260
A00001473,Credit,2544.5,29,,,,,,,,,,,,20204.2,989
A00001474,Credit,2755.6,24,,,,,,,,,,,,20860.1,838
A00001475,Credit,193593.6,93,,,,,,,,,,,,36695.9,2026
A00001476,Credit,5154.7,66,,,,,,,,,,,,17204.7,2075
A00001477,Credit,5751.5,72,,,,,,,,,,,,21718.9,2152
A00001478,Credit,839581.0,65,,,,,,,,,,,,82360.3,792
A00001479,Credit,40680.5,63,,,,,,,,,,,,15014.3,1367
A00001480,Credit,1056571.4,68,L00005260,123300.0,36.0,3425.0,C,2018.0,1.0,19.0,2018-01-19,64.0,home,29674.6,911
A00001481,Credit,6113.1,68,,,,,,,,,,,,19367.1,2174
A00001482,Credit,607305.3,51,,,,,,,,,,,,78367.9,753
A00001483,Credit,358624.3,95,,,,,,,,,,,,58298.6,1087
A00001484,Credit,2822.3,24,,,,,,,,,,,,34160.9,829
A00001485,Credit,1765018.9,139,,,,,,,,,,,,109356.7,1915
A00001486,Credit,897068.5,72,,,,,,,,,,,,65355.3,1081
A00001487,Credit,6856.7,65,,,,,,,,,,,,28582.8,1938
A00001488,Credit,249824.1,43,,,,,,,,,,,,31654.9,611
A00001490,Credit,1080053.3,69,,,,,,,,,,,,74064.7,889
A00001491,Credit,310019.2,43,,,,,,,,,,,,51410.5,568
A00001492,Credit,2556.5,23,,,,,,,,,,,,29226.0,805
A00001493,Credit,5721.9,73,,,,,,,,,,,,17535.9,2182
A00001494,Credit,396646.5,32,,,,,,,,,,,,79700.6,449
A00001495,Credit,1655979.4,126,,,,,,,,,,,,21265.0,1886
A00001496,Credit,761894.7,97,,,,,,,,,,,,34537.3,1425
A00001497,Credit,629334.0,136,,,,,,,,,,,,33918.1,1994
A00001498,Credit,663606.7,69,L00005265,165780.0,60.0,2763.0,C,2018.0,10.0,7.0,2018-10-07,64.0,home,68840.3,692
A00001499,Credit,533426.3,164,,,,,,,,,,,,65466.5,1859
A00001500,Credit,659619.0,56,,,,,,,,,,,,57860.6,821
A00001501,Credit,2475.9,27,,,,,,,,,,,,26365.9,872
A00001502,Credit,560835.6,47,,,,,,,,,,,,35754.5,820
A00001503,Credit,2455.4,29,,,,,,,,,,,,21436.8,995
A00001504,Credit,739797.6,57,,,,,,,,,,,,20117.8,857
A00001505,Credit,703013.5,130,,,,,,,,,,,,-8560.6,2078
A00001506,Credit,109425.8,34,,,,,,,,,,,,17594.4,425
A00001507,Credit,1529066.8,135,,,,,,,,,,,,76851.5,1976
A00001508,Credit,1063311.2,71,,,,,,,,,,,,32066.6,1074
A00001509,Credit,860356.8,112,,,,,,,,,,,,17093.6,1687
A00001510,Credit,776829.4,71,,,,,,,,,,,,38120.8,1025
A00001511,Credit,2513123.8,151,,,,,,,,,,,,95056.5,1754
A00001512,Credit,940248.7,131,,,,,,,,,,,,47490.2,1818
A00001513,Credit,1082144.0,132,,,,,,,,,,,,82854.7,1956
A00001514,Credit,2448.7,19,,,,,,,,,,,,20755.8,548
A00001515,Credit,36528.5,72,,,,,,,,,,,,32489.8,2029
A00001516,Credit,6959.1,59,,,,,,,,,,,,38602.3,1910
A00001517,Credit,2616.1,25,,,,,,,,,,,,16019.2,859
A00001518,Credit,1300864.4,138,,,,,,,,,,,,114544.4,2080
A00001519,Credit,969315.6,87,,,,,,,,,,,,75864.1,1296
A00001520,Credit,4807.5,38,,,,,,,,,,,,40428.3,1241
A00001521,Credit,2957.0,34,,,,,,,,,,,,18042.7,1001
A00001522,Credit,134886.2,48,,,,,,,,,,,,60961.0,516
A00001523,Credit,512531.8,36,,,,,,,,,,,,21067.6,402
A00001524,Credit,2361.1,20,,,,,,,,,,,,18871.7,679
A00001525,Credit,2213.4,29,,,,,,,,,,,,18445.2,847
A00001526,Credit,412370.0,115,,,,,,,,,,,,80730.5,1439
A00001527,Credit,1854823.8,150,L00005269,164052.0,36.0,4557.0,B,2014.0,11.0,19.0,2014-11-19,64.0,home,30887.1,1870
A00001528,Credit,632565.9,68,L00005270,191088.0,48.0,3981.0,C,2017.0,7.0,21.0,2017-07-21,64.0,home,63328.9,936
A00001529,Credit,33110.7,44,,,,,,,,,,,,17192.5,977
A00001530,Credit,3834.1,40,,,,,,,,,,,,18119.3,1314
A00001532,Credit,457807.3,73,,,,,,,,,,,,91680.1,833
A00001534,Credit,1132431.8,149,,,,,,,,,,,,56494.1,2047
A00001535,Credit,497929.2,190,,,,,,,,,,,,58026.5,2112
A00001536,Credit,222317.6,101,,,,,,,,,,,,69689.5,2169
A00001537,Credit,241745.8,40,,,,,,,,,,,,70815.9,573
A00001538,Credit,1790828.0,91,,,,,,,,,,,,35861.8,832
A00001539,Credit,1821738.7,159,,,,,,,,,,,,8957.3,2188
A00001540,Credit,1154435.5,91,,,,,,,,,,,,99431.5,1373
A00001541,Credit,216284.1,86,,,,,,,,,,,,17012.6,804
A00001542,Credit,3518.3,31,,,,,,,,,,,,21906.9,980
A00001543,Credit,263406.0,115,,,,,,,,,,,,23367.9,991
A00001544,Credit,1362811.9,138,,,,,,,,,,,,47780.4,1996
A00001545,Credit,1670132.2,142,,,,,,,,,,,,61549.2,2124
A00001546,Credit,224886.8,53,,,,,,,,,,,,10761.5,771
A00001547,Credit,1581750.7,128,,,,,,,,,,,,49823.9,1934
A00001548,Credit,3702.0,44,,,,,,,,,,,,22113.6,1434
A00001549,Credit,397766.7,52,,,,,,,,,,,,49982.6,770
A00001550,Credit,302750.9,75,,,,,,,,,,,,36372.5,990
A00001551,Credit,2347.2,15,,,,,,,,,,,,24871.2,561
A00001552,Credit,1612434.4,121,,,,,,,,,,,,71765.9,1824
A00001553,Credit,194711.1,60,,,,,,,,,,,,21583.7,740
A00001554,Credit,962364.4,102,,,,,,,,,,,,56717.9,1507
A00001555,Credit,4728.6,22,,,,,,,,,,,,47196.6,781
A00001556,Credit,4562.0,24,,,,,,,,,,,,55734.9,837
A00001557,Credit,3341.1,22,,,,,,,,,,,,48023.6,748
A00001558,Credit,199931.5,63,,,,,,,,,,,,24190.7,816
A00001559,Credit,1287152.5,105,,,,,,,,,,,,54292.6,1545
A00001560,Credit,191301.3,47,,,,,,,,,,,,42618.2,626
A00001561,Credit,7460.7,46,,,,,,,,,,,,45750.5,1370
A00001562,Credit,3428.9,37,,,,,,,,,,,,19089.7,1219
A00001563,Credit,21700.0,6,,,,,,,,,,,,10000.0,360
A00001564,Credit,262607.9,117,,,,,,,,,,,,39405.3,1031
A00001565,Credit,465742.4,157,,,,,,,,,,,,32399.0,1898
A00001566,Credit,1104245.8,142,,,,,,,,,,,,46966.0,2003
A00001567,Credit,387144.5,34,,,,,,,,,,,,74923.8,499
A00001568,Credit,634798.9,84,,,,,,,,,,,,61217.9,1265
A00001570,Credit,4292.0,54,,,,,,,,,,,,20463.4,1755
A00001571,Credit,455761.7,60,,,,,,,,,,,,53451.2,885
A00001572,Credit,223275.7,30,,,,,,,,,,,,25780.2,436
A00001573,Credit,1595.3,11,,,,,,,,,,,,12963.1,367
A00001574,Credit,2217.1,16,,,,,,,,,,,,28924.6,582
A00001575,Credit,6422.2,67,,,,,,,,,,,,34594.8,2133
A00001576,Credit,675004.3,67,,,,,,,,,,,,13611.3,877
A00001577,Credit,43366.7,42,,,,,,,,,,,,47345.7,806
A00001578,Credit,6846.6,50,,,,,,,,,,,,51155.6,1491
A00001579,Credit,714061.9,114,,,,,,,,,,,,79664.9,1605
A00001580,Credit,1195413.4,85,L00005281,194256.0,24.0,8094.0,C,2017.0,11.0,27.0,2017-11-27,64.0,home,32372.4,1088
A00001581,Credit,468776.1,102,,,,,,,,,,,,81327.4,1176
A00001582,Credit,3459.5,33,,,,,,,,,,,,19305.2,974
A00001583,Credit,1945933.8,141,L00005282,388512.0,48.0,8094.0,D,2016.0,8.0,24.0,2016-08-24,64.0,home,67094.7,1505
A00001584,Credit,6539.6,64,,,,,,,,,,,,31270.0,2044
A00001585,Credit,170027.8,44,,,,,,,,,,,,30317.1,1042
A00001586,Credit,517377.10000000003,58,,,,,,,,,,,,72728.1,819
A00001587,Credit,8632.6,28,,,,,,,,,,,,42086.6,750
A00001588,Credit,59088.3,86,,,,,,,,,,,,15337.4,1846
A00001589,Credit,59813.9,67,,,,,,,,,,,,11014.3,1860
A00001590,Credit,605398.9,103,,,,,,,,,,,,33076.5,1364
