disp_id,client_id,account_id,type,age,state,city,district_id,sex,card_id,type_card,year,month,day,fulldate,type_trans,amount_credit,trans_count,loan_id,amount_loan,duration,payments,status_loan,year_trans,month_trans,day_trans,fulldate_trans,location,purpose_loan,balance_last,diff_date,is_has_loan,is_has_card
D00001222,C00001222,A00001018,Owner,60,CO,Denver,7,Female,,,,,,,Credit,42829.1,85,,,,,,,,,,,,22388.3,2037,0,0
D00001223,C00001223,A00001019,Owner,44,NV,Las Vegas,14,Female,V00000201,VISA Signature,2018.0,12.0,8.0,2018-12-08,Credit,1553359.6,148,,,,,,,,,,,,56756.7,2170,0,1
D00001224,C00001224,A00001020,Owner,61,MA,Cambridge,56,Male,,,,,,,Credit,20596.399999999998,39,,,,,,,,,,,,19422.1,996,0,0
D00001225,C00001225,A00001021,Owner,53,MT,Billings,42,Male,,,,,,,Credit,2545.5,22,,,,,,,,,,,,24409.6,774,0,0
D00001226,C00001226,A00001022,Owner,48,UT,Salt Lake City,33,Female,,,,,,,Credit,1728613.8,140,,,,,,,,,,,,86837.4,1613,0,0
D00001227,C00001227,A00001022,User,44,UT,Salt Lake City,33,Male,,,,,,,Credit,1728613.8,140,,,,,,,,,,,,86837.4,1613,0,0
D00001228,C00001228,A00001023,Owner,50,NE,Omaha,21,Female,V00000202,VISA Signature,2016.0,2.0,4.0,2016-02-04,Credit,1282894.2,130,,,,,,,,,,,,41292.1,1966,0,1
D00001229,C00001229,A00001024,Owner,29,GA,Atlanta,19,Male,,,,,,,Credit,1794.0,21,,,,,,,,,,,,20434.9,608,0,0
D00001231,C00001231,A00001026,Owner,34,MO,Kansas City,20,Female,V00000203,VISA Signature,2018.0,9.0,16.0,2018-09-16,Credit,311549.8,34,,,,,,,,,,,,56101.3,484,0,1
D00001232,C00001232,A00001026,User,40,MO,Kansas City,20,Male,,,,,,,Credit,311549.8,34,,,,,,,,,,,,56101.3,484,0,0
D00001233,C00001233,A00001027,Owner,57,RI,Cranston,68,Male,,,,,,,Credit,11247.4,19,,,,,,,,,,,,21413.9,531,0,0
D00001234,C00001234,A00001028,Owner,25,MN,Minneapolis,23,Male,,,,,,,Credit,36300.0,18,,,,,,,,,,,,9600.0,930,0,0
D00001235,C00001235,A00001028,User,20,MN,Minneapolis,23,Female,,,,,,,Credit,36300.0,18,,,,,,,,,,,,9600.0,930,0,0
D00001236,C00001236,A00001029,Owner,32,HI,Honolulu,26,Female,,,,,,,Credit,1777007.6,98,,,,,,,,,,,,57891.6,919,0,0
D00001237,C00001237,A00001030,Owner,76,MA,New Bedford,57,Male,,,,,,,Credit,5417.9,35,,,,,,,,,,,,47186.2,1145,0,0
D00001238,C00001238,A00001031,Owner,64,IL,Chicago,74,Male,,,,,,,Credit,804343.5,90,,,,,,,,,,,,52733.0,1290,0,0
D00001239,C00001239,A00001032,Owner,23,TN,Nashville,11,Female,V00000204,VISA Standard,2016.0,5.0,30.0,2016-05-30,Credit,31092.3,73,,,,,,,,,,,,99922.0,2075,0,1
D00001240,C00001240,A00001033,Owner,23,AL,Birmingham,32,Female,,,,,,,Credit,56532.0,15,,,,,,,,,,,,18131.9,480,0,0
D00001241,C00001241,A00001034,Owner,57,CT,New Britain,73,Female,,,,,,,Credit,175182.5,50,,,,,,,,,,,,24844.7,636,0,0
D00001242,C00001242,A00001035,Owner,55,CT,New Britain,73,Female,V00000205,VISA Signature,2018.0,11.0,16.0,2018-11-16,Credit,424031.0,42,,,,,,,,,,,,56435.7,622,0,1
D00001243,C00001243,A00001036,Owner,25,TN,Nashville,11,Female,V00000206,VISA Signature,2017.0,9.0,22.0,2017-09-22,Credit,926245.1,71,,,,,,,,,,,,78261.7,1078,0,1
D00001244,C00001244,A00001037,Owner,35,NY,New York City,1,Male,V00000207,VISA Signature,2018.0,5.0,25.0,2018-05-25,Credit,441384.4,46,,,,,,,,,,,,61658.3,681,0,1
D00001245,C00001245,A00001038,Owner,20,AZ,Phoenix,64,Male,,,,,,,Credit,3259.6,41,,,,,,,,,,,,21963.9,1351,0,0
D00001246,C00001246,A00001039,Owner,37,CA,Los Angeles,70,Male,V00000208,VISA Infinite,2015.0,2.0,8.0,2015-02-08,Credit,3030535.5,186,,,,,,,,,,,,105476.8,2061,0,1
D00001247,C00001247,A00001039,User,30,CA,Los Angeles,70,Female,,,,,,,Credit,3030535.5,186,,,,,,,,,,,,105476.8,2061,0,0
D00001248,C00001248,A00001040,Owner,28,GA,Atlanta,19,Male,,,,,,,Credit,1087897.2,74,,,,,,,,,,,,42138.9,957,0,0
D00001250,C00001250,A00001042,Owner,47,DE,Wilmington,43,Female,,,,,,,Credit,764061.6,117,,,,,,,,,,,,49501.8,1733,0,0
D00001251,C00001251,A00001043,Owner,40,NY,New York City,1,Male,V00000209,VISA Signature,2018.0,7.0,31.0,2018-07-31,Credit,430211.8,34,,,,,,,,,,,,76235.3,505,0,1
D00001252,C00001252,A00001043,User,46,NY,New York City,1,Female,,,,,,,Credit,430211.8,34,,,,,,,,,,,,76235.3,505,0,0
D00001253,C00001253,A00001044,Owner,32,NV,Las Vegas,14,Female,V00000210,VISA Signature,2017.0,2.0,16.0,2017-02-16,Credit,626341.5,76,,,,,,,,,,,,34230.3,1148,0,1
D00001254,C00001254,A00001045,Owner,60,OH,Columbus,3,Female,,,,,,,Credit,3323.3,33,,,,,,,,,,,,17564.8,966,0,0
D00001255,C00001255,A00001046,Owner,33,NY,New York City,1,Female,,,,,,,Credit,582433.9,103,,,,,,,,,,,,38704.5,1357,0,0
D00001256,C00001256,A00001047,Owner,44,CA,San Diego,46,Female,,,,,,,Credit,418824.9,120,,,,,,,,,,,,33084.6,1662,0,0
D00001257,C00001257,A00001048,Owner,71,SD,Sioux Falls,35,Female,,,,,,,Credit,6395.2,69,,,,,,,,,,,,16962.8,2066,0,0
D00001258,C00001258,A00001048,User,75,SD,Sioux Falls,35,Male,,,,,,,Credit,6395.2,69,,,,,,,,,,,,16962.8,2066,0,0
D00001259,C00001259,A00001049,Owner,33,NM,Albuquerque,18,Male,,,,,,,Credit,20010.600000000002,20,,,,,,,,,,,,35298.9,392,0,0
D00001260,C00001260,A00001050,Owner,55,MA,New Bedford,57,Female,,,,,,,Credit,31039.7,76,,,,,,,,,,,,103727.5,2136,0,0
D00001261,C00001261,A00001050,User,48,MA,New Bedford,57,Male,,,,,,,Credit,31039.7,76,,,,,,,,,,,,103727.5,2136,0,0
D00001262,C00001262,A00001051,Owner,47,SD,Sioux Falls,35,Male,,,,,,,Credit,890523.7,127,,,,,,,,,,,,20391.4,1897,0,0
D00001263,C00001263,A00001051,User,40,SD,Sioux Falls,35,Female,,,,,,,Credit,890523.7,127,,,,,,,,,,,,20391.4,1897,0,0
D00001264,C00001264,A00001052,Owner,23,MA,Fall River,61,Female,,,,,,,Credit,472243.0,149,,,,,,,,,,,,23981.4,1903,0,0
D00001265,C00001265,A00001053,Owner,41,MA,New Bedford,57,Female,,,,,,,Credit,617412.9,121,,,,,,,,,,,,35862.8,1681,0,0
D00001266,C00001266,A00001054,Owner,47,MA,Somerville,71,Female,,,,,,,Credit,763623.8,150,,,,,,,,,,,,24418.3,2141,0,0
D00001267,C00001267,A00001055,Owner,45,NJ,Newark,29,Female,,,,,,,Credit,2039.3,21,,,,,,,,,,,,19555.7,749,0,0
D00001268,C00001268,A00001055,User,50,NJ,Newark,29,Male,,,,,,,Credit,2039.3,21,,,,,,,,,,,,19555.7,749,0,0
D00001269,C00001269,A00001056,Owner,51,NY,New York City,1,Female,,,,,,,Credit,338159.3,35,,,,,,,,,,,,2263.2,702,0,0
D00001270,C00001270,A00001057,Owner,69,OK,Oklahoma City,13,Male,,,,,,,Credit,5653.2,61,,,,,,,,,,,,25705.6,1956,0,0
D00001271,C00001271,A00001058,Owner,64,WV,Charleston,47,Male,V00000211,VISA Signature,2017.0,6.0,10.0,2017-06-10,Credit,797814.4,61,,,,,,,,,,,,82264.1,933,0,1
D00001272,C00001272,A00001059,Owner,55,DC,Washington,8,Male,,,,,,,Credit,3546.6,40,,,,,,,,,,,,14077.6,1311,0,0
D00001273,C00001273,A00001060,Owner,21,WA,Seattle,6,Male,,,,,,,Credit,146148.6,25,,,,,,,,,,,,15848.2,713,0,0
D00001274,C00001274,A00001061,Owner,24,ME,Portland,44,Male,,,,,,,Credit,99416.8,31,,,,,,,,,,,,13385.2,440,0,0
D00001275,C00001275,A00001062,Owner,48,NY,New York City,1,Female,,,,,,,Credit,1647885.0,131,,,,,,,,,,,,30024.8,1999,0,0
D00001276,C00001276,A00001063,Owner,57,RI,Cranston,68,Female,,,,,,,Credit,253421.3,60,,,,,,,,,,,,89299.9,833,0,0
D00001277,C00001277,A00001064,Owner,68,CA,Los Angeles,70,Male,,,,,,,Credit,1694.0,13,,,,,,,,,,,,24467.9,458,0,0
D00001278,C00001278,A00001065,Owner,21,PA,Philadelphia,72,Male,,,,,,,Credit,430473.1,170,,,,,,,,,,,,20238.3,2105,0,0
D00001279,C00001279,A00001066,Owner,43,MD,Baltimore,16,Male,,,,,,,Credit,1375041.9,78,,,,,,,,,,,,79348.9,837,0,0
D00001280,C00001280,A00001067,Owner,47,AR,Little Rock,34,Male,V00000212,VISA Signature,2018.0,5.0,24.0,2018-05-24,Credit,1458793.3,83,,,,,,,,,,,,71967.6,842,0,1
D00001281,C00001281,A00001067,User,50,AR,Little Rock,34,Female,,,,,,,Credit,1458793.3,83,,,,,,,,,,,,71967.6,842,0,0
D00001282,C00001282,A00001068,Owner,63,CT,New Haven,52,Male,,,,,,,Credit,448708.4,49,L00005169,253200.0,60.0,4220.0,C,2018.0,9.0,24.0,2018-09-24,64.0,home,30116.5,684,1,0
D00001283,C00001283,A00001069,Owner,60,RI,Warwick,66,Female,,,,,,,Credit,5321.8,62,,,,,,,,,,,,25220.5,1986,0,0
D00001284,C00001284,A00001069,User,56,RI,Warwick,66,Male,,,,,,,Credit,5321.8,62,,,,,,,,,,,,25220.5,1986,0,0
D00001285,C00001285,A00001070,Owner,60,NH,Nashua,62,Male,,,,,,,Credit,580485.0,66,,,,,,,,,,,,36542.6,982,0,0
D00001286,C00001286,A00001071,Owner,49,CT,New Haven,52,Female,,,,,,,Credit,1892924.3,153,L00005170,253200.0,60.0,4220.0,C,2014.0,1.0,20.0,2014-01-20,64.0,home,27639.7,2061,1,0
D00001287,C00001287,A00001072,Owner,55,MA,Newton,65,Female,,,,,,,Credit,181699.9,28,,,,,,,,,,,,44517.6,387,0,0
D00001288,C00001288,A00001073,Owner,27,CT,New Britain,73,Male,,,,,,,Credit,566749.0,156,,,,,,,,,,,,95933.1,1768,0,0
D00001289,C00001289,A00001074,Owner,53,MA,Quincy,59,Male,V00000213,VISA Infinite,2017.0,6.0,11.0,2017-06-11,Credit,758375.8,63,,,,,,,,,,,,105596.2,959,0,1
D00001290,C00001290,A00001075,Owner,24,SD,Sioux Falls,35,Male,,,,,,,Credit,355181.7,110,,,,,,,,,,,,53651.8,1267,0,0
D00001291,C00001291,A00001076,Owner,35,NY,New York City,1,Female,,,,,,,Credit,699750.0,115,,,,,,,,,,,,83637.5,1523,0,0
D00001292,C00001292,A00001077,Owner,22,NV,Las Vegas,14,Male,V00000214,VISA Signature,2018.0,1.0,24.0,2018-01-24,Credit,558874.7,186,,,,,,,,,,,,98011.2,2129,0,1
D00001293,C00001293,A00001078,Owner,73,NY,New York City,1,Male,,,,,,,Credit,3485.3,31,,,,,,,,,,,,29144.9,902,0,0
D00001294,C00001294,A00001078,User,69,NY,New York City,1,Female,,,,,,,Credit,3485.3,31,,,,,,,,,,,,29144.9,902,0,0
D00001295,C00001295,A00001079,Owner,55,IL,Chicago,74,Female,,,,,,,Credit,49240.7,74,,,,,,,,,,,,74824.5,1934,0,0
D00001296,C00001296,A00001080,Owner,40,MA,Lowell,55,Female,V00000215,VISA Signature,2018.0,3.0,2.0,2018-03-02,Credit,1602928.1,123,,,,,,,,,,,,103904.8,1830,0,1
D00001297,C00001297,A00001081,Owner,82,AZ,Phoenix,64,Female,,,,,,,Credit,2593.8,21,,,,,,,,,,,,28728.5,740,0,0
D00001298,C00001298,A00001081,User,78,AZ,Phoenix,64,Male,,,,,,,Credit,2593.8,21,,,,,,,,,,,,28728.5,740,0,0
D00001299,C00001299,A00001082,Owner,79,FL,Jacksonville,2,Female,,,,,,,Credit,2148.2,28,,,,,,,,,,,,17268.9,936,0,0
D00001300,C00001300,A00001083,Owner,20,WY,Cheyenne,45,Male,,,,,,,Credit,347130.8,59,L00005172,50976.0,36.0,1416.0,C,2018.0,4.0,16.0,2018-04-16,64.0,debt_consolidation,21784.7,755,1,0
D00001303,C00001303,A00001085,Owner,59,MT,Billings,42,Female,,,,,,,Credit,239955.8,35,,,,,,,,,,,,59088.0,476,0,0
D00001304,C00001304,A00001086,Owner,63,MS,Jackson,37,Male,,,,,,,Credit,2663.7,27,,,,,,,,,,,,25218.5,927,0,0
D00001305,C00001305,A00001087,Owner,54,MA,Lowell,55,Female,,,,,,,Credit,591225.0,61,,,,,,,,,,,,77559.7,892,0,0
D00001306,C00001306,A00001088,Owner,77,AL,Birmingham,32,Female,,,,,,,Credit,5669.7,57,,,,,,,,,,,,26876.2,1838,0,0
D00001307,C00001307,A00001089,Owner,46,IL,Chicago,74,Male,,,,,,,Credit,561963.1,78,,,,,,,,,,,,14125.0,1178,0,0
D00001308,C00001308,A00001090,Owner,45,MA,Lawrence,69,Male,,,,,,,Credit,217475.2,63,,,,,,,,,,,,47794.5,803,0,0
D00001309,C00001309,A00001091,Owner,24,NY,New York City,1,Male,,,,,,,Credit,117719.4,87,,,,,,,,,,,,91520.6,1920,0,0
D00001310,C00001310,A00001092,Owner,22,NH,Manchester,41,Female,V00000216,VISA Standard,2016.0,4.0,24.0,2016-04-24,Credit,558136.4,87,,,,,,,,,,,,20064.2,1304,0,1
D00001311,C00001311,A00001093,Owner,43,TX,Houston,54,Female,,,,,,,Credit,7345.6,36,L00005174,385104.0,48.0,8023.0,C,2017.0,6.0,13.0,2017-06-13,64.0,home,39716.4,1082,1,0
D00001312,C00001312,A00001094,Owner,64,SD,Sioux Falls,35,Female,,,,,,,Credit,3433.4,27,,,,,,,,,,,,17662.7,904,0,0
D00001313,C00001313,A00001095,Owner,29,TX,Houston,54,Male,,,,,,,Credit,414822.4,38,,,,,,,,,,,,43102.5,561,0,0
D00001314,C00001314,A00001095,User,24,TX,Houston,54,Female,,,,,,,Credit,414822.4,38,,,,,,,,,,,,43102.5,561,0,0
D00001315,C00001315,A00001096,Owner,76,AR,Little Rock,34,Male,,,,,,,Credit,2338.9,23,,,,,,,,,,,,25504.6,668,0,0
D00001316,C00001316,A00001097,Owner,53,CT,Danbury,67,Female,V00000217,VISA Signature,2018.0,11.0,9.0,2018-11-09,Credit,657360.3,67,,,,,,,,,,,,95400.0,922,0,1
D00001317,C00001317,A00001097,User,54,CT,Danbury,67,Male,,,,,,,Credit,657360.3,67,,,,,,,,,,,,95400.0,922,0,0
D00001318,C00001318,A00001098,Owner,68,WV,Charleston,47,Male,,,,,,,Credit,6793.4,58,,,,,,,,,,,,60354.0,1829,0,0
D00001321,C00001321,A00001100,Owner,22,SD,Sioux Falls,35,Female,,,,,,,Credit,1979.9,24,,,,,,,,,,,,14266.7,829,0,0
D00001322,C00001322,A00001101,Owner,54,NC,Charlotte,4,Female,V00000218,VISA Signature,2018.0,5.0,18.0,2018-05-18,Credit,358402.6,32,,,,,,,,,,,,43046.5,465,0,1
D00001323,C00001323,A00001102,Owner,56,CA,Los Angeles,70,Male,,,,,,,Credit,296258.0,79,,,,,,,,,,,,52603.6,1046,0,0
D00001324,C00001324,A00001103,Owner,43,RI,Warwick,66,Female,,,,,,,Credit,964413.6,86,,,,,,,,,,,,31272.8,1271,0,0
D00001325,C00001325,A00001104,Owner,54,SC,Charleston,39,Male,,,,,,,Credit,641052.4,76,,,,,,,,,,,,50919.5,1120,0,0
D00001326,C00001326,A00001105,Owner,43,MA,Lowell,55,Female,,,,,,,Credit,507199.6,108,,,,,,,,,,,,43621.1,1582,0,0
D00001327,C00001327,A00001106,Owner,36,MO,Kansas City,20,Female,,,,,,,Credit,1772922.2,147,L00005176,192552.0,24.0,8023.0,B,2014.0,11.0,12.0,2014-11-12,64.0,home,920.5,1950,1,0
D00001328,C00001328,A00001107,Owner,62,MT,Billings,42,Female,,,,,,,Credit,7845.4,65,,,,,,,,,,,,33493.4,1940,0,0
D00001329,C00001329,A00001108,Owner,81,HI,Honolulu,26,Male,V00000219,VISA Signature,2018.0,12.0,4.0,2018-12-04,Credit,7693.7,42,,,,,,,,,,,,56428.5,1393,0,1
D00001330,C00001330,A00001109,Owner,31,RI,Warwick,66,Male,,,,,,,Credit,987764.0,102,,,,,,,,,,,,63567.0,1526,0,0
D00001331,C00001331,A00001110,Owner,36,TX,Houston,54,Male,,,,,,,Credit,282633.5,39,,,,,,,,,,,,66207.1,539,0,0
D00001332,C00001332,A00001111,Owner,42,IN,Indianapolis,5,Female,,,,,,,Credit,772652.7,69,,,,,,,,,,,,44851.2,1049,0,0
D00001333,C00001333,A00001112,Owner,50,MA,Worcester,48,Male,V00000220,VISA Signature,2016.0,10.0,13.0,2016-10-13,Credit,972891.5,97,,,,,,,,,,,,84478.1,1427,0,1
D00001334,C00001334,A00001113,Owner,21,DC,Washington,8,Male,,,,,,,Credit,308396.9,72,,,,,,,,,,,,64374.4,829,0,0
D00001335,C00001335,A00001114,Owner,39,NY,New York City,1,Female,,,,,,,Credit,1565286.5,130,,,,,,,,,,,,83347.0,1874,0,0
D00001336,C00001336,A00001114,User,37,NY,New York City,1,Male,,,,,,,Credit,1565286.5,130,,,,,,,,,,,,83347.0,1874,0,0
D00001337,C00001337,A00001115,Owner,20,MA,Cambridge,56,Female,,,,,,,Credit,5189.1,66,,,,,,,,,,,,23802.3,2105,0,0
D00001338,C00001338,A00001115,User,16,MA,Cambridge,56,Male,,,,,,,Credit,5189.1,66,,,,,,,,,,,,23802.3,2105,0,0
D00001339,C00001339,A00001116,Owner,40,VA,Virginia Beach,22,Male,V00000221,VISA Signature,2018.0,8.0,10.0,2018-08-10,Credit,910533.7,147,,,,,,,,,,,,51511.3,1990,0,1
D00001340,C00001340,A00001117,Owner,60,RI,Cranston,68,Female,,,,,,,Credit,2419.9,25,,,,,,,,,,,,20613.7,854,0,0
D00001341,C00001341,A00001118,Owner,37,MA,Lawrence,69,Female,,,,,,,Credit,568526.6,140,,,,,,,,,,,,40445.8,2006,0,0
D00001343,C00001343,A00001120,Owner,60,NY,New York City,1,Female,,,,,,,Credit,5647.7,59,,,,,,,,,,,,29466.7,1913,0,0
D00001344,C00001344,A00001120,User,64,NY,New York City,1,Male,,,,,,,Credit,5647.7,59,,,,,,,,,,,,29466.7,1913,0,0
D00001345,C00001345,A00001121,Owner,31,AL,Birmingham,32,Male,V00000222,VISA Signature,2017.0,6.0,19.0,2017-06-19,Credit,634880.7,66,,,,,,,,,,,,82385.8,988,0,1
D00001346,C00001346,A00001122,Owner,45,OK,Oklahoma City,13,Male,,,,,,,Credit,429317.6,82,,,,,,,,,,,,13206.3,1237,0,0
D00001347,C00001347,A00001123,Owner,29,OK,Oklahoma City,13,Male,,,,,,,Credit,1110652.8,127,,,,,,,,,,,,32084.2,1886,0,0
D00001348,C00001348,A00001123,User,24,OK,Oklahoma City,13,Female,,,,,,,Credit,1110652.8,127,,,,,,,,,,,,32084.2,1886,0,0
D00001349,C00001349,A00001124,Owner,32,HI,Honolulu,26,Female,,,,,,,Credit,1680063.3,96,,,,,,,,,,,,76639.0,942,0,0
D00001350,C00001350,A00001125,Owner,40,NY,New York City,1,Male,,,,,,,Credit,732420.7,43,,,,,,,,,,,,46211.6,405,0,0
D00001351,C00001351,A00001125,User,48,NY,New York City,1,Female,,,,,,,Credit,732420.7,43,,,,,,,,,,,,46211.6,405,0,0
D00001352,C00001352,A00001126,Owner,28,TX,Houston,54,Female,,,,,,,Credit,463250.9,177,,,,,,,,,,,,53701.0,2124,0,0
D00001353,C00001353,A00001127,Owner,40,TX,San Antonio,27,Male,V00000223,VISA Signature,2015.0,4.0,18.0,2015-04-18,Credit,1816149.1,144,,,,,,,,,,,,52465.2,2164,0,1
D00001354,C00001354,A00001128,Owner,79,AZ,Phoenix,64,Male,,,,,,,Credit,8977.7,58,,,,,,,,,,,,61289.0,1866,0,0
D00001355,C00001355,A00001129,Owner,24,SD,Sioux Falls,35,Female,,,,,,,Credit,1238893.3,93,,,,,,,,,,,,60961.5,1399,0,0
D00001356,C00001356,A00001130,Owner,67,NY,New York City,1,Male,,,,,,,Credit,2355.4,16,,,,,,,,,,,,38407.9,599,0,0
D00001359,C00001359,A00001132,Owner,48,NY,New York City,1,Female,V00000225,VISA Signature,2018.0,3.0,3.0,2018-03-03,Credit,24868.3,74,,,,,,,,,,,,70388.6,2157,0,1
D00001360,C00001360,A00001132,User,53,NY,New York City,1,Male,,,,,,,Credit,24868.3,74,,,,,,,,,,,,70388.6,2157,0,0
D00001361,C00001361,A00001133,Owner,77,NY,New York City,1,Female,,,,,,,Credit,4948.3,63,,,,,,,,,,,,19912.7,1886,0,0
D00001362,C00001362,A00001133,User,71,NY,New York City,1,Male,,,,,,,Credit,4948.3,63,,,,,,,,,,,,19912.7,1886,0,0
D00001363,C00001363,A00001134,Owner,20,WA,Seattle,6,Female,,,,,,,Credit,944064.2,150,,,,,,,,,,,,39441.8,2151,0,0
D00001364,C00001364,A00001135,Owner,66,NY,New York City,1,Male,,,,,,,Credit,5038.4,38,,,,,,,,,,,,46903.4,1263,0,0
D00001365,C00001365,A00001135,User,61,NY,New York City,1,Female,,,,,,,Credit,5038.4,38,,,,,,,,,,,,46903.4,1263,0,0
D00001366,C00001366,A00001136,Owner,19,OR,Portland,12,Female,,,,,,,Credit,12524.4,66,,,,,,,,,,,,75188.3,1972,0,0
D00001367,C00001367,A00001137,Owner,34,MA,Lynn,60,Female,,,,,,,Credit,3067.4,33,,,,,,,,,,,,20535.7,1108,0,0
D00001368,C00001368,A00001137,User,42,MA,Lynn,60,Male,,,,,,,Credit,3067.4,33,,,,,,,,,,,,20535.7,1108,0,0
D00001369,C00001369,A00001138,Owner,21,NH,Manchester,41,Male,,,,,,,Credit,51620.0,22,,,,,,,,,,,,18020.1,602,0,0
D00001370,C00001370,A00001139,Owner,35,AR,Little Rock,34,Female,,,,,,,Credit,1505193.8,89,,,,,,,,,,,,89444.7,1076,0,0
D00001371,C00001371,A00001140,Owner,51,VT,Burlington,49,Female,,,,,,,Credit,93200.6,37,,,,,,,,,,,,42478.9,419,0,0
D00001372,C00001372,A00001141,Owner,23,AK,Anchorage,28,Female,,,,,,,Credit,22142.5,32,,,,,,,,,,,,15090.4,683,0,0
D00001373,C00001373,A00001142,Owner,24,IL,Chicago,74,Female,,,,,,,Credit,45643.1,55,,,,,,,,,,,,25698.2,1169,0,0
D00001375,C00001375,A00001144,Owner,23,MA,Lawrence,69,Male,,,,,,,Credit,5201.2,68,,,,,,,,,,,,24302.7,2163,0,0
D00001376,C00001376,A00001145,Owner,41,NM,Albuquerque,18,Male,,,,,,,Credit,5787.4,67,,,,,,,,,,,,27085.6,2007,0,0
D00001377,C00001377,A00001145,User,48,NM,Albuquerque,18,Female,,,,,,,Credit,5787.4,67,,,,,,,,,,,,27085.6,2007,0,0
D00001378,C00001378,A00001146,Owner,58,IL,Chicago,74,Female,V00000226,VISA Signature,2017.0,4.0,18.0,2017-04-18,Credit,1554383.8,133,,,,,,,,,,,,68037.6,1936,0,1
D00001379,C00001379,A00001146,User,62,IL,Chicago,74,Male,,,,,,,Credit,1554383.8,133,,,,,,,,,,,,68037.6,1936,0,0
D00001380,C00001380,A00001147,Owner,46,ME,Portland,44,Female,V00000227,VISA Signature,2016.0,8.0,10.0,2016-08-10,Credit,1696672.9,139,,,,,,,,,,,,55133.2,2091,0,1
D00001382,C00001382,A00001149,Owner,20,NM,Albuquerque,18,Female,V00000228,VISA Standard,2018.0,3.0,15.0,2018-03-15,Credit,182422.5,58,,,,,,,,,,,,27020.4,1203,0,1
D00001383,C00001383,A00001150,Owner,17,NJ,Newark,29,Male,,,,,,,Credit,85739.1,40,,,,,,,,,,,,47092.9,449,0,0
D00001384,C00001384,A00001151,Owner,46,ND,Fargo,40,Female,V00000229,VISA Signature,2016.0,4.0,5.0,2016-04-05,Credit,1105865.7,86,,,,,,,,,,,,97894.3,1287,0,1
D00001385,C00001385,A00001152,Owner,46,VA,Virginia Beach,22,Male,,,,,,,Credit,5217.6,65,,,,,,,,,,,,20725.4,2086,0,0
D00001386,C00001386,A00001152,User,43,VA,Virginia Beach,22,Female,,,,,,,Credit,5217.6,65,,,,,,,,,,,,20725.4,2086,0,0
D00001387,C00001387,A00001153,Owner,22,NY,New York City,1,Female,,,,,,,Credit,794493.7,124,,,,,,,,,,,,56185.2,1828,0,0
D00001388,C00001388,A00001154,Owner,37,IN,Indianapolis,5,Female,V00000230,VISA Infinite,2018.0,10.0,25.0,2018-10-25,Credit,923168.8,53,,,,,,,,,,,,52728.7,489,0,1
D00001389,C00001389,A00001155,Owner,72,DE,Wilmington,43,Female,,,,,,,Credit,3604.7,28,,,,,,,,,,,,17896.7,818,0,0
D00001390,C00001390,A00001156,Owner,20,MA,Quincy,59,Female,V00000231,VISA Standard,2018.0,9.0,29.0,2018-09-29,Credit,291571.8,27,,,,,,,,,,,,86455.0,387,0,1
D00001391,C00001391,A00001157,Owner,34,NH,Manchester,41,Male,,,,,,,Credit,450324.3,145,,,,,,,,,,,,31589.6,2105,0,0
D00001392,C00001392,A00001158,Owner,67,NY,Buffalo,50,Male,,,,,,,Credit,7913.0,58,,,,,,,,,,,,41651.4,1733,0,0
D00001393,C00001393,A00001158,User,65,NY,Buffalo,50,Female,,,,,,,Credit,7913.0,58,,,,,,,,,,,,41651.4,1733,0,0
D00001394,C00001394,A00001159,Owner,57,VT,Burlington,49,Female,,,,,,,Credit,736307.7,130,,,,,,,,,,,,32413.5,1786,0,0
D00001395,C00001395,A00001159,User,58,VT,Burlington,49,Male,,,,,,,Credit,736307.7,130,,,,,,,,,,,,32413.5,1786,0,0
D00001396,C00001396,A00001160,Owner,53,SC,Charleston,39,Female,V00000232,VISA Signature,2017.0,5.0,1.0,2017-05-01,Credit,24975.6,35,,,,,,,,,,,,62951.5,885,0,1
D00001397,C00001397,A00001161,Owner,78,RI,Warwick,66,Female,,,,,,,Credit,6944.9,69,,,,,,,,,,,,41844.4,2063,0,0
D00001401,C00001401,A00001164,Owner,18,SD,Sioux Falls,35,Male,,,,,,,Credit,447609.2,205,,,,,,,,,,,,22076.8,1812,0,0
D00001402,C00001402,A00001165,Owner,63,ME,Portland,44,Male,,,,,,,Credit,312503.5,44,,,,,,,,,,,,27689.9,648,0,0
D00001403,C00001403,A00001165,User,56,ME,Portland,44,Female,,,,,,,Credit,312503.5,44,,,,,,,,,,,,27689.9,648,0,0
D00001404,C00001404,A00001166,Owner,31,TN,Nashville,11,Female,,,,,,,Credit,19071.9,73,L00005189,149040.0,48.0,3105.0,A,2014.0,2.0,7.0,2014-02-07,64.0,home,42642.0,2080,1,0
D00001406,C00001406,A00001168,Owner,51,NJ,Newark,29,Female,,,,,,,Credit,544113.3,103,,,,,,,,,,,,17927.9,1519,0,0
D00001407,C00001407,A00001168,User,58,NJ,Newark,29,Male,,,,,,,Credit,544113.3,103,,,,,,,,,,,,17927.9,1519,0,0
D00001408,C00001408,A00001169,Owner,30,VT,Burlington,49,Male,,,,,,,Credit,2092917.4,152,,,,,,,,,,,,98260.2,1765,0,0
D00001409,C00001409,A00001170,Owner,48,KS,Wichita,25,Male,,,,,,,Credit,65583.90000000001,47,,,,,,,,,,,,28596.9,1010,0,0
