client_id,account_id,age,state,city,district_id,sex,balance_last,diff_date,trans_count,amount_loan,amount_credit,is_has_loan,is_has_card
C00001331,A00001110,36,TX,Houston,54,Male,66207.1,539,39,,282633.5,0,0
C00001332,A00001111,42,IN,Indianapolis,5,Female,44851.2,1049,69,,772652.7,0,0
C00001333,A00001112,50,MA,Worcester,48,Male,84478.1,1427,97,,972891.5,0,1
C00001334,A00001113,21,DC,Washington,8,Male,64374.4,829,72,,308396.9,0,0
C00001335,A00001114,39,NY,New York City,1,Female,83347.0,1874,130,,1565286.5,0,0
C00001336,A00001114,37,NY,New York City,1,Male,83347.0,1874,130,,1565286.5,0,0
C00001337,A00001115,20,MA,Cambridge,56,Female,23802.3,2105,66,,5189.1,0,0
C00001338,A00001115,16,MA,Cambridge,56,Male,23802.3,2105,66,,5189.1,0,0
C00001339,A00001116,40,VA,Virginia Beach,22,Male,51511.3,1990,147,,910533.7,0,1
C00001340,A00001117,60,RI,Cranston,68,Female,20613.7,854,25,,2419.9,0,0
C00001341,A00001118,37,MA,Lawrence,69,Female,40445.8,2006,140,,568526.6,0,0
C00001343,A00001120,60,NY,New York City,1,Female,29466.7,1913,59,,5647.7,0,0
C00001344,A00001120,64,NY,New York City,1,Male,29466.7,1913,59,,5647.7,0,0
C00001345,A00001121,31,AL,Birmingham,32,Male,82385.8,988,66,,634880.7,0,1
C00001346,A00001122,45,OK,Oklahoma City,13,Male,13206.3,1237,82,,429317.6,0,0
C00001347,A00001123,29,OK,Oklahoma City,13,Male,32084.2,1886,127,,1110652.8,0,0
C00001348,A00001123,24,OK,Oklahoma City,13,Female,32084.2,1886,127,,1110652.8,0,0
C00001349,A00001124,32,HI,Honolulu,26,Female,76639.0,942,96,,1680063.3,0,0
C00001350,A00001125,40,NY,New York City,1,Male,46211.6,405,43,,732420.7,0,0
C00001351,A00001125,48,NY,New York City,1,Female,46211.6,405,43,,732420.7,0,0
C00001352,A00001126,28,TX,Houston,54,Female,53701.0,2124,177,,463250.9,0,0
C00001353,A00001127,40,TX,San Antonio,27,Male,52465.2,2164,144,,1816149.1,0,1
C00001354,A00001128,79,AZ,Phoenix,64,Male,61289.0,1866,58,,8977.7,0,0
C00001355,A00001129,24,SD,Sioux Falls,35,Female,60961.5,1399,93,,1238893.3,0,0
C00001356,A00001130,67,NY,New York City,1,Male,38407.9,599,16,,2355.4,0,0
C00001359,A00001132,48,NY,New York City,1,Female,70388.6,2157,74,,24868.3,0,1
C00001360,A00001132,53,NY,New York City,1,Male,70388.6,2157,74,,24868.3,0,0
C00001361,A00001133,77,NY,New York City,1,Female,19912.7,1886,63,,4948.3,0,0
C00001362,A00001133,71,NY,New York City,1,Male,19912.7,1886,63,,4948.3,0,0
C00001363,A00001134,20,WA,Seattle,6,Female,39441.8,2151,150,,944064.2,0,0
C00001364,A00001135,66,NY,New York City,1,Male,46903.4,1263,38,,5038.4,0,0
C00001365,A00001135,61,NY,New York City,1,Female,46903.4,1263,38,,5038.4,0,0
C00001366,A00001136,19,OR,Portland,12,Female,75188.3,1972,66,,12524.4,0,0
C00001367,A00001137,34,MA,Lynn,60,Female,20535.7,1108,33,,3067.4,0,0
C00001368,A00001137,42,MA,Lynn,60,Male,20535.7,1108,33,,3067.4,0,0
C00001369,A00001138,21,NH,Manchester,41,Male,18020.1,602,22,,51620.0,0,0
C00001370,A00001139,35,AR,Little Rock,34,Female,89444.7,1076,89,,1505193.8,0,0
C00001371,A00001140,51,VT,Burlington,49,Female,42478.9,419,37,,93200.6,0,0
C00001372,A00001141,23,AK,Anchorage,28,Female,15090.4,683,32,,22142.5,0,0
C00001373,A00001142,24,IL,Chicago,74,Female,25698.2,1169,55,,45643.1,0,0
C00001375,A00001144,23,MA,Lawrence,69,Male,24302.7,2163,68,,5201.2,0,0
C00001376,A00001145,41,NM,Albuquerque,18,Male,27085.6,2007,67,,5787.4,0,0
C00001377,A00001145,48,NM,Albuquerque,18,Female,27085.6,2007,67,,5787.4,0,0
C00001378,A00001146,58,IL,Chicago,74,Female,68037.6,1936,133,,1554383.8,0,1
C00001379,A00001146,62,IL,Chicago,74,Male,68037.6,1936,133,,1554383.8,0,0
C00001380,A00001147,46,ME,Portland,44,Female,55133.2,2091,139,,1696672.9,0,1
C00001382,A00001149,20,NM,Albuquerque,18,Female,27020.4,1203,58,,182422.5,0,1
C00001383,A00001150,17,NJ,Newark,29,Male,47092.9,449,40,,85739.1,0,0
C00001384,A00001151,46,ND,Fargo,40,Female,97894.3,1287,86,,1105865.7,0,1
C00001385,A00001152,46,VA,Virginia Beach,22,Male,20725.4,2086,65,,5217.6,0,0
C00001386,A00001152,43,VA,Virginia Beach,22,Female,20725.4,2086,65,,5217.6,0,0
C00001387,A00001153,22,NY,New York City,1,Female,56185.2,1828,124,,794493.7,0,0
C00001388,A00001154,37,IN,Indianapolis,5,Female,52728.7,489,53,,923168.8,0,1
C00001389,A00001155,72,DE,Wilmington,43,Female,17896.7,818,28,,3604.7,0,0
C00001390,A00001156,20,MA,Quincy,59,Female,86455.0,387,27,,291571.8,0,1
C00001391,A00001157,34,NH,Manchester,41,Male,31589.6,2105,145,,450324.3,0,0
C00001392,A00001158,67,NY,Buffalo,50,Male,41651.4,1733,58,,7913.0,0,0
C00001393,A00001158,65,NY,Buffalo,50,Female,41651.4,1733,58,,7913.0,0,0
C00001394,A00001159,57,VT,Burlington,49,Female,32413.5,1786,130,,736307.7,0,0
C00001395,A00001159,58,VT,Burlington,49,Male,32413.5,1786,130,,736307.7,0,0
C00001396,A00001160,53,SC,Charleston,39,Female,62951.5,885,35,,24975.6,0,1
C00001397,A00001161,78,RI,Warwick,66,Female,41844.4,2063,69,,6944.9,0,0
C00001401,A00001164,18,SD,Sioux Falls,35,Male,22076.8,1812,205,,447609.2,0,0
C00001402,A00001165,63,ME,Portland,44,Male,27689.9,648,44,,312503.5,0,0
C00001403,A00001165,56,ME,Portland,44,Female,27689.9,648,44,,312503.5,0,0
C00001404,A00001166,31,TN,Nashville,11,Female,42642.0,2080,73,149040.0,19071.9,1,0
C00001406,A00001168,51,NJ,Newark,29,Female,17927.9,1519,103,,544113.3,0,0
C00001407,A00001168,58,NJ,Newark,29,Male,17927.9,1519,103,,544113.3,0,0
C00001408,A00001169,30,VT,Burlington,49,Male,98260.2,1765,152,,2092917.4,0,0
C00001409,A00001170,48,KS,Wichita,25,Male,28596.9,1010,47,,65583.90000000001,0,0
C00001410,A00001171,56,NM,Albuquerque,18,Male,52627.1,376,27,,224833.3,0,0
C00001411,A00001171,60,NM,Albuquerque,18,Female,52627.1,376,27,,224833.3,0,0
C00001412,A00001172,20,WA,Seattle,6,Male,11847.5,371,16,,94347.7,0,0
C00001413,A00001173,30,TN,Nashville,11,Female,9621.5,830,24,,1778.1,0,0
C00001414,A00001174,25,CA,Los Angeles,70,Female,81298.2,1381,92,,1085642.3,0,0
C00001416,A00001176,72,GA,Atlanta,19,Male,12917.1,798,23,,2514.9,0,0
C00001417,A00001177,33,TX,San Antonio,27,Female,39485.6,376,26,,270468.9,0,0
C00001418,A00001178,25,NH,Manchester,41,Female,52749.9,606,42,,458853.9,0,1
C00001419,A00001179,82,IL,Chicago,74,Female,17578.3,2168,68,,5778.1,0,0
C00001420,A00001179,84,IL,Chicago,74,Male,17578.3,2168,68,,5778.1,0,0
C00001421,A00001180,43,MO,Kansas City,20,Female,84376.3,2052,138,,1130301.8,0,0
C00001422,A00001181,23,MA,Lawrence,69,Female,12920.8,498,39,,131421.6,0,0
C00001423,A00001181,17,MA,Lawrence,69,Male,12920.8,498,39,,131421.6,0,0
C00001424,A00001182,48,DC,Washington,8,Male,46256.5,688,26,,14857.0,0,1
C00001425,A00001183,31,OR,Portland,12,Male,14390.3,1333,105,,260397.2,0,0
C00001426,A00001183,35,OR,Portland,12,Female,14390.3,1333,105,,260397.2,0,0
C00001427,A00001184,34,NV,Las Vegas,14,Female,94799.7,1700,56,,13851.0,0,0
C00001428,A00001185,79,OR,Portland,12,Male,20722.8,572,15,,1654.7,0,0
C00001429,A00001185,72,OR,Portland,12,Female,20722.8,572,15,,1654.7,0,0
C00001430,A00001186,17,AZ,Phoenix,64,Female,35162.3,379,46,,119658.5,0,0
C00001431,A00001187,69,MA,Lowell,55,Female,19544.1,886,26,,4194.6,0,0
C00001432,A00001188,38,MD,Baltimore,16,Female,35278.2,892,71,,250093.8,0,0
C00001433,A00001189,40,PA,Philadelphia,72,Female,31386.4,2113,66,,6946.5,0,0
C00001434,A00001189,32,PA,Philadelphia,72,Male,31386.4,2113,66,,6946.5,0,0
C00001435,A00001190,46,CT,New Haven,52,Male,23783.2,843,61,,392131.6,0,0
C00001438,A00001192,36,NJ,Newark,29,Female,44538.5,973,66,,419432.9,0,1
C00001439,A00001193,25,NJ,Newark,29,Male,31292.2,1821,124,,959259.6,0,0
C00001440,A00001194,22,NY,New York City,1,Male,80671.7,1721,115,,1364817.5,0,1
C00001441,A00001195,68,MT,Billings,42,Female,33302.1,734,21,,3234.7999999999997,0,0
C00001442,A00001195,66,MT,Billings,42,Male,33302.1,734,21,,3234.7999999999997,0,0
C00001443,A00001196,65,NJ,Newark,29,Male,68613.2,1080,88,,1272536.3,0,0
C00001444,A00001196,57,NJ,Newark,29,Female,68613.2,1080,88,,1272536.3,0,0
C00001445,A00001197,58,RI,Cranston,68,Male,46409.8,1941,92,,69797.7,0,1
C00001446,A00001198,45,CA,Los Angeles,70,Male,56534.8,620,27,,26794.7,0,0
C00001447,A00001198,47,CA,Los Angeles,70,Female,56534.8,620,27,,26794.7,0,0
C00001448,A00001199,42,NY,Buffalo,50,Female,42952.4,653,56,,151676.1,0,0
C00001449,A00001200,50,NH,Manchester,41,Male,57569.6,2064,137,,1743682.7,0,0
C00001450,A00001201,30,MA,Fall River,61,Female,79324.4,1987,137,,1094940.9,0,0
C00001452,A00001203,59,PA,Philadelphia,72,Female,90816.7,1240,83,,929603.5,0,1
C00001453,A00001204,33,NJ,Newark,29,Female,82801.7,1854,124,,1587022.1,0,1
C00001454,A00001205,74,CT,New Britain,73,Male,33386.5,1545,52,,6053.2,0,0
C00001455,A00001205,72,CT,New Britain,73,Female,33386.5,1545,52,,6053.2,0,0
C00001456,A00001206,71,CA,Los Angeles,70,Male,17150.8,1167,36,,3465.1,0,0
C00001457,A00001206,65,CA,Los Angeles,70,Female,17150.8,1167,36,,3465.1,0,0
C00001458,A00001207,61,CT,Danbury,67,Male,30577.5,2032,135,,1406258.8,0,0
C00001459,A00001208,23,NC,Charlotte,4,Male,65786.2,417,30,,269265.6,0,1
C00001460,A00001209,66,MN,Minneapolis,23,Female,18449.8,434,13,,1709.4,0,0
C00001461,A00001210,30,AK,Anchorage,28,Male,44695.2,954,63,,694575.0,0,1
C00001462,A00001211,58,VT,Burlington,49,Male,24457.3,874,72,,249119.7,0,0
C00001463,A00001212,64,CA,Los Angeles,70,Female,16701.7,1109,33,,3198.4,0,0
C00001464,A00001213,71,RI,Providence,36,Female,27195.3,967,33,,2619.6,0,0
C00001465,A00001213,69,RI,Providence,36,Male,27195.3,967,33,,2619.6,0,0
C00001466,A00001214,46,SC,Charleston,39,Male,52345.1,711,48,,419218.9,0,0
C00001467,A00001215,75,MA,Newton,65,Male,32159.2,667,23,,2615.3,0,0
C00001468,A00001216,59,NY,Syracuse,77,Female,21111.0,1035,51,,34508.7,0,0
C00001469,A00001217,33,TX,Houston,54,Female,26695.1,1893,59,,4501.7,0,0
C00001470,A00001218,57,NY,New York City,1,Male,74717.2,749,27,,8833.4,0,0
C00001471,A00001218,61,NY,New York City,1,Female,74717.2,749,27,,8833.4,0,0
C00001472,A00001219,32,NY,New York City,1,Female,25403.8,936,75,,250324.9,0,0
C00001473,A00001220,68,NY,New York City,1,Female,65180.0,1265,38,,6761.9,0,1
C00001474,A00001221,28,WY,Cheyenne,45,Female,18513.4,728,54,,776925.0,0,0
C00001475,A00001222,67,GA,Atlanta,19,Male,20078.8,2171,68,,9944.2,0,0
C00001476,A00001223,29,CA,Los Angeles,70,Male,57765.2,873,60,,412477.7,0,0
C00001478,A00001225,30,NC,Charlotte,4,Male,66941.1,1843,123,,1243144.7,0,1
C00001479,A00001226,43,NY,New York City,1,Male,16950.2,799,57,,177549.0,0,0
C00001480,A00001227,56,MA,Lawrence,69,Male,23639.8,1083,80,,549903.1,0,1
C00001481,A00001228,66,NH,Nashua,62,Female,38195.7,1362,46,,6199.5,0,0
C00001482,A00001229,49,CA,San Diego,46,Female,42635.3,386,27,,226937.0,0,0
C00001483,A00001230,48,NY,New York City,1,Female,99332.9,607,49,,812190.0,0,1
C00001484,A00001230,47,NY,New York City,1,Male,99332.9,607,49,,812190.0,0,0
C00001485,A00001231,21,CO,Denver,7,Male,63735.2,1808,120,,1128373.9,0,0
C00001486,A00001231,25,CO,Denver,7,Female,63735.2,1808,120,,1128373.9,0,0
C00001487,A00001232,23,MA,Worcester,48,Female,34073.4,908,44,,128902.3,0,0
C00001488,A00001233,39,IA,Des Moines,31,Male,13134.9,1057,36,,2343.1,0,0
C00001489,A00001234,72,WA,Seattle,6,Male,25591.7,1935,65,,6383.5,0,0
C00001490,A00001235,71,MT,Billings,42,Male,17144.7,1864,58,,4984.4,0,0
C00001491,A00001236,17,GA,Atlanta,19,Male,15821.7,2066,162,,395992.3,0,0
C00001492,A00001237,31,MA,Boston,9,Female,59876.9,1754,153,,2312494.4,0,1
C00001493,A00001238,77,NY,New York City,1,Male,42756.0,1159,35,,4527.9,0,0
C00001494,A00001238,84,NY,New York City,1,Female,42756.0,1159,35,,4527.9,0,0
C00001495,A00001239,68,NY,New York City,1,Female,17064.6,2091,67,,6576.9,0,0
C00001496,A00001240,57,NY,New York City,1,Female,23186.4,476,32,,187715.4,0,0
C00001497,A00001241,51,CT,Hartford,53,Female,14013.3,912,70,,208834.5,0,0
C00001498,A00001241,58,CT,Hartford,53,Male,14013.3,912,70,,208834.5,0,0
C00001499,A00001242,48,IL,Chicago,74,Female,32271.1,767,69,128544.0,892752.5,1,0
C00001500,A00001243,18,NY,New York City,1,Male,110553.1,1089,49,,234211.4,0,1
C00001501,A00001244,54,RI,Cranston,68,Male,18842.1,967,74,35904.0,202744.9,1,0
C00001502,A00001245,27,RI,Cranston,68,Male,50764.1,414,28,,167179.8,0,0
C00001503,A00001246,77,MA,Brockton,58,Male,39033.4,1596,50,,5485.9,0,0
C00001504,A00001246,82,MA,Brockton,58,Female,39033.4,1596,50,,5485.9,0,0
C00001505,A00001247,28,MA,Newton,65,Female,101402.9,2032,167,99696.0,2487514.4,1,0
C00001506,A00001248,68,VA,Virginia Beach,22,Male,26137.9,1342,41,,4533.5,0,0
C00001507,A00001248,70,VA,Virginia Beach,22,Female,26137.9,1342,41,,4533.5,0,0
C00001508,A00001249,45,CT,Danbury,67,Female,57504.7,1372,69,,74269.8,0,0
C00001509,A00001250,57,NH,Nashua,62,Female,17649.1,1008,35,182640.0,5068.1,1,0
C00001510,A00001251,52,AR,Little Rock,34,Female,101905.9,1262,89,,947128.4,0,0
C00001511,A00001252,37,OK,Oklahoma City,13,Female,62610.7,1254,46,148140.0,12836.5,1,0
C00001512,A00001253,57,IN,Indianapolis,5,Female,70538.3,627,46,,412077.4,0,1
C00001513,A00001254,40,IL,Chicago,74,Male,96054.4,1374,116,,1784093.4,0,0
C00001514,A00001255,42,RI,Cranston,68,Male,51298.7,547,19,,3576.7,0,0
C00001516,A00001256,53,CT,Bridgeport,38,Female,38910.5,1715,117,71064.0,949835.3,1,0
C00001517,A00001257,43,RI,Warwick,66,Male,60011.5,1177,78,,781364.9,0,1
C00001518,A00001258,39,OH,Columbus,3,Female,18178.2,851,29,,2392.9,0,0
C00001519,A00001258,40,OH,Columbus,3,Male,18178.2,851,29,,2392.9,0,0
C00001520,A00001259,43,PA,Philadelphia,72,Male,45047.1,628,44,,343216.7,0,0
C00001521,A00001260,20,IN,Indianapolis,5,Male,46632.1,774,55,,393298.3,0,0
C00001522,A00001261,31,CT,New Haven,52,Female,92266.8,1384,93,,1134113.0,0,1
C00001523,A00001262,68,NJ,Newark,29,Female,35184.8,711,20,,2584.8,0,0
C00001524,A00001263,38,ID,Boise,30,Female,73584.3,1087,89,,1197147.3,0,0
C00001525,A00001264,56,NY,New York City,1,Male,51656.6,683,46,,414334.8,0,1
C00001526,A00001264,64,NY,New York City,1,Female,51656.6,683,46,,414334.8,0,0
C00001527,A00001265,65,VT,Burlington,49,Male,43444.6,1040,32,,3280.0,0,0
C00001528,A00001266,35,MA,New Bedford,57,Male,51866.6,913,64,,686486.6,0,0
C00001529,A00001267,27,DE,Wilmington,43,Female,39448.4,878,60,,613053.9,0,1
C00001530,A00001268,54,IL,Chicago,74,Female,35114.1,1985,98,,78680.2,0,0
C00001531,A00001269,39,CT,New Haven,52,Female,51048.7,1739,127,,789196.2,0,0
C00001532,A00001269,37,CT,New Haven,52,Male,51048.7,1739,127,,789196.2,0,0
C00001533,A00001270,39,MA,Lowell,55,Male,27961.3,937,35,74772.0,11627.6,1,0
C00001534,A00001271,47,WI,Milwaukee,17,Female,19869.8,926,76,,247902.6,0,0
C00001535,A00001272,63,ND,Fargo,40,Male,93597.9,2046,118,,873638.0,0,0
C00001536,A00001273,32,MS,Jackson,37,Female,79497.7,1742,116,,1283895.9,0,1
C00001537,A00001274,20,TX,Houston,54,Male,79224.9,864,73,,1185618.7,0,0
C00001539,A00001275,76,AL,Birmingham,32,Male,18969.9,918,28,,3023.1,0,0
C00001540,A00001276,62,RI,Providence,36,Male,22799.9,2184,176,,610557.3,0,0
C00001541,A00001276,66,RI,Providence,36,Female,22799.9,2184,176,,610557.3,0,0
C00001542,A00001277,80,IA,Des Moines,31,Male,16132.7,2020,65,,6911.0,0,0
C00001543,A00001277,72,IA,Des Moines,31,Female,16132.7,2020,65,,6911.0,0,0
C00001546,A00001279,69,AK,Anchorage,28,Male,15127.4,444,13,,1874.9,0,0
C00001547,A00001279,72,AK,Anchorage,28,Female,15127.4,444,13,,1874.9,0,0
C00001548,A00001280,76,CA,Los Angeles,70,Male,55667.8,1338,45,,5788.2,0,0
C00001549,A00001280,71,CA,Los Angeles,70,Female,55667.8,1338,45,,5788.2,0,0
C00001550,A00001281,53,DC,Washington,8,Female,101378.1,626,43,,325297.2,0,0
C00001554,A00001284,55,MA,Lowell,55,Male,30355.3,547,39,52512.0,564062.2,1,0
C00001555,A00001285,49,ID,Boise,30,Male,43724.7,2036,135,,1400749.1,0,0
C00001556,A00001286,49,RI,Warwick,66,Male,55535.2,1864,191,,3333099.1,0,0
C00001557,A00001287,40,SD,Sioux Falls,35,Female,51541.0,1398,61,,61070.5,0,0
C00001558,A00001288,73,TN,Nashville,11,Female,24338.6,1860,59,,4823.3,0,0
C00001559,A00001289,59,PA,Philadelphia,72,Male,85938.0,907,62,,771073.1,0,0
C00001561,A00001291,76,NY,New York City,1,Female,22887.6,1641,55,,4876.4,0,0
C00001562,A00001291,80,NY,New York City,1,Male,22887.6,1641,55,,4876.4,0,0
C00001563,A00001292,21,OH,Columbus,3,Male,76971.2,1580,112,,709434.5,0,0
C00001564,A00001293,52,ND,Fargo,40,Female,48628.8,849,58,,709396.8,0,0
C00001565,A00001294,39,MA,Somerville,71,Male,60080.1,1495,100,,780606.6,0,0
C00001566,A00001295,33,KY,Louisville,15,Female,17831.3,1525,110,,328079.0,0,0
C00001567,A00001296,69,NY,Buffalo,50,Male,35058.5,759,26,,2680.7,0,0
C00001568,A00001296,72,NY,Buffalo,50,Female,35058.5,759,26,,2680.7,0,0
C00001569,A00001297,43,TX,Houston,54,Female,104132.9,1983,133,,1463858.4,0,0
C00001570,A00001297,41,TX,Houston,54,Male,104132.9,1983,133,,1463858.4,0,0
C00001571,A00001298,32,CO,Denver,7,Female,40976.0,1076,74,,487774.2,0,0
C00001572,A00001299,36,NY,New York City,1,Female,25437.9,2019,76,,27366.5,0,0
C00001574,A00001301,20,NM,Albuquerque,18,Male,16969.9,1568,65,,246444.1,0,0
C00001575,A00001302,76,MA,Lowell,55,Female,35450.0,1866,58,,6411.5,0,0
C00001576,A00001302,80,MA,Lowell,55,Male,35450.0,1866,58,,6411.5,0,0
C00001577,A00001303,55,MN,Minneapolis,23,Male,39873.2,479,36,,113630.3,0,0
C00001578,A00001304,28,ND,Fargo,40,Female,23385.3,978,73,,771403.7,0,1
C00001579,A00001305,36,TX,San Antonio,27,Male,107871.6,1954,135,,755433.1,0,1
C00001580,A00001306,31,NY,New York City,1,Female,39338.4,1380,94,,851295.7,0,0
C00001581,A00001307,36,MA,Cambridge,56,Female,12733.1,1487,122,,339244.2,0,0
C00001582,A00001308,65,TX,Houston,54,Male,32164.4,827,24,,2944.7,0,0
C00001583,A00001309,28,NY,New York City,1,Female,30060.9,1356,45,,10746.4,0,1
C00001584,A00001310,38,NY,New York City,1,Female,17236.5,1043,71,,265160.1,0,0
C00001585,A00001311,64,MA,Lynn,60,Male,17735.2,1093,77,,571752.0,0,0
C00001586,A00001311,66,MA,Lynn,60,Female,17735.2,1093,77,,571752.0,0,0
C00001587,A00001312,71,MN,Minneapolis,23,Male,31574.7,1538,47,,5222.0,0,0
C00001588,A00001313,49,WY,Cheyenne,45,Male,41826.2,456,51,,900178.3,0,0
C00001589,A00001314,48,MA,Worcester,48,Female,50344.8,1854,123,,1120195.8,0,1
C00001590,A00001315,59,OK,Oklahoma City,13,Female,20038.2,1354,100,,499007.8,0,0
C00001591,A00001316,46,MT,Billings,42,Female,18368.8,748,21,,1604.3,0,0
C00001592,A00001317,71,MA,Cambridge,56,Male,20577.9,1777,56,,7544.8,0,0
C00001593,A00001317,74,MA,Cambridge,56,Female,20577.9,1777,56,,7544.8,0,0
C00001594,A00001318,60,MA,Cambridge,56,Male,34196.7,374,26,185544.0,206161.2,1,0
C00001595,A00001319,45,MA,Cambridge,56,Female,39177.2,510,34,,419265.3,0,0
C00001596,A00001320,21,MA,Brockton,58,Female,38526.1,773,52,,380178.0,0,0
C00001597,A00001321,43,MA,Lynn,60,Male,25018.7,644,53,,133003.4,0,0
C00001598,A00001322,74,CT,Danbury,67,Male,22658.9,2005,67,,5041.9,0,0
C00001599,A00001323,35,DE,Wilmington,43,Male,75901.5,955,64,,722781.2,0,0
C00001600,A00001323,34,DE,Wilmington,43,Female,75901.5,955,64,,722781.2,0,0
C00001601,A00001324,30,MT,Billings,42,Female,63033.3,786,54,,530301.0,0,0
C00001602,A00001324,31,MT,Billings,42,Male,63033.3,786,54,,530301.0,0,0
C00001603,A00001325,31,HI,Honolulu,26,Male,21794.5,875,30,,2218.2,0,0
C00001604,A00001325,30,HI,Honolulu,26,Female,21794.5,875,30,,2218.2,0,0
C00001605,A00001326,19,CT,New Haven,52,Female,17939.3,780,60,,159208.5,0,0
C00001606,A00001327,17,MA,Newton,65,Male,19325.1,1590,129,,335226.3,0,0
C00001607,A00001328,58,DC,Washington,8,Female,62329.9,971,35,,16564.3,0,1
C00001608,A00001329,58,CT,Hartford,53,Male,26078.7,836,32,23520.0,21769.0,1,0
C00001609,A00001329,55,CT,Hartford,53,Female,26078.7,836,32,23520.0,21769.0,1,0
C00001610,A00001330,57,RI,Cranston,68,Female,26159.7,800,66,,1060861.6,0,1
C00001611,A00001331,36,MA,Quincy,59,Female,19021.8,1458,50,,14825.900000000001,0,0
C00001612,A00001331,40,MA,Quincy,59,Male,19021.8,1458,50,,14825.900000000001,0,0
C00001613,A00001332,39,NY,Buffalo,50,Male,95531.6,2107,140,,1701326.2,0,0
C00001614,A00001333,61,NE,Omaha,21,Male,25174.8,1554,112,,562014.6,0,0
C00001615,A00001334,47,IL,Chicago,74,Female,19569.2,2057,147,,438774.4,0,0
C00001616,A00001335,61,TX,Houston,54,Male,47778.5,1197,83,,646136.1,0,1
C00001617,A00001336,49,IN,Indianapolis,5,Female,23340.9,673,47,,418957.0,0,0
C00001618,A00001337,20,WI,Milwaukee,17,Female,68304.6,1947,176,,501206.4,0,0
C00001619,A00001338,58,IL,Chicago,74,Female,108976.6,2180,182,,2450381.5,0,0
C00001620,A00001338,63,IL,Chicago,74,Male,108976.6,2180,182,,2450381.5,0,0
C00001621,A00001339,47,NY,Yonkers,76,Female,34146.3,543,34,,404099.5,0,0
C00001622,A00001340,49,CT,New Haven,52,Male,23518.5,429,19,,22582.0,0,0
C00001623,A00001341,36,RI,Providence,36,Male,17585.9,1136,34,,3490.1,0,0
C00001624,A00001342,34,MA,Boston,9,Male,37162.3,448,34,,382911.5,0,0
C00001625,A00001342,26,MA,Boston,9,Female,37162.3,448,34,,382911.5,0,0
C00001628,A00001344,42,OR,Portland,12,Female,25510.8,1250,101,,1734413.1,0,0
C00001629,A00001345,33,AK,Anchorage,28,Male,53931.8,1899,126,,1555598.0,0,1
C00001630,A00001345,35,AK,Anchorage,28,Female,53931.8,1899,126,,1555598.0,0,0
C00001631,A00001346,23,IL,Chicago,74,Male,12927.6,548,23,,19262.3,0,0
C00001632,A00001347,56,DC,Washington,8,Female,13060.0,767,23,,1628.1,0,0
C00001633,A00001348,27,MA,Lowell,55,Female,52325.0,414,31,,154650.7,0,0
C00001634,A00001348,30,MA,Lowell,55,Male,52325.0,414,31,,154650.7,0,0
C00001635,A00001349,69,NY,Rochester,75,Female,16248.3,1031,35,,2975.8,0,0
C00001636,A00001349,67,NY,Rochester,75,Male,16248.3,1031,35,,2975.8,0,0
C00001637,A00001350,56,NE,Omaha,21,Male,54579.3,858,61,,685904.2,0,0
C00001638,A00001351,46,ND,Fargo,40,Female,29192.7,1007,30,,2901.7,0,0
C00001639,A00001352,40,NY,New York City,1,Female,63418.1,1560,104,,1388907.6,0,0
C00001640,A00001353,46,MA,Springfield,51,Female,40673.5,1715,115,,995265.3,0,0
C00001641,A00001354,77,IA,Des Moines,31,Female,13144.3,558,16,,1954.2,0,0
C00001642,A00001355,40,NY,New York City,1,Female,58296.1,502,34,,335809.0,0,0
C00001643,A00001356,23,SC,Charleston,39,Female,14322.2,698,57,,140384.9,0,0
C00001644,A00001357,23,MA,Cambridge,56,Male,62788.2,1137,63,,66750.5,0,0
C00001645,A00001358,38,SC,Charleston,39,Female,38969.8,984,86,,230004.1,0,0
C00001646,A00001359,33,DC,Washington,8,Male,71696.2,1830,95,,102195.2,0,0
C00001647,A00001360,21,MA,Somerville,71,Female,62722.4,1600,143,,406173.1,0,1
C00001648,A00001361,47,CA,San Diego,46,Male,50348.6,752,49,,551426.1,0,0
C00001649,A00001361,49,CA,San Diego,46,Female,50348.6,752,49,,551426.1,0,0
C00001650,A00001362,46,NY,New York City,1,Male,61043.6,742,44,,402504.3,0,0
C00001651,A00001363,33,TN,Nashville,11,Female,31792.8,648,44,,544642.4,0,0
C00001653,A00001365,55,MT,Billings,42,Male,71921.4,1021,58,,68069.3,0,0
C00001654,A00001366,36,MA,Lynn,60,Male,23589.5,2136,167,,647162.6,0,0
C00001655,A00001367,27,IL,Chicago,74,Male,24521.2,863,59,,375952.3,0,0
C00001656,A00001368,31,VA,Virginia Beach,22,Female,12590.2,749,53,,424336.0,0,0
C00001657,A00001369,64,AL,Birmingham,32,Male,54417.7,1013,82,,478530.6,0,0
C00001658,A00001370,70,CT,New Haven,52,Female,39710.3,827,24,,3875.5,0,0
C00001659,A00001371,62,NY,New York City,1,Female,25696.6,1709,53,,4853.6,0,0
C00001660,A00001372,17,NY,New York City,1,Female,22945.6,2116,205,,593895.7,0,0
C00001661,A00001373,46,WV,Charleston,47,Female,15899.3,2028,63,,5152.7,0,0
C00001662,A00001374,32,CT,Hartford,53,Male,37248.0,826,29,389136.0,9614.5,1,0
C00001663,A00001375,42,GA,Atlanta,19,Male,84826.0,1709,116,45336.0,1256667.3,1,0
C00001664,A00001376,81,AZ,Phoenix,64,Female,23256.7,1198,36,,3635.1,0,0
